Year,StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
2012,"WA",53,1,691738,169004,116416,150923,127276,47141,14856,47974,18148
2012,"WA",53,2,689226,159741,115560,152267,129378,48896,18911,46017,18456
2012,"WA",53,3,686267,167474,128882,162846,138803,32996,11591,31754,11921
2012,"WA",53,4,695040,162135,103582,154737,109105,67709,17527,62992,17253
2012,"WA",53,5,678303,173321,125225,166123,137219,32253,7951,26884,9327
2012,"WA",53,6,687387,146643,133806,136811,143349,48654,16967,41657,19500
2012,"WA",53,7,696589,154347,107746,151219,119613,57562,23189,59999,22914
2012,"WA",53,8,690250,159386,116767,160180,121002,53652,15045,48153,16065
2012,"WA",53,9,693597,108350,83513,101978,85325,113473,42500,105958,52500
2012,"WA",53,10,688615,157262,102309,148701,114588,58795,20292,61330,25338
2012,"WV",54,1,614520,160268,126250,156079,140660,12740,3466,10878,4179
2012,"WV",54,2,627517,154676,130563,151837,142551,15466,8349,16132,7943
2012,"WV",54,3,613376,154268,127075,151004,142917,12117,6443,12765,6787
2012,"WI",55,1,713436,176975,136792,168228,150788,32163,9003,29865,9622
2012,"WI",55,2,729417,187100,127017,182256,140719,40690,8335,34272,9028
2012,"WI",55,3,712440,191476,144232,183540,152394,18861,3320,15522,3095
2012,"WI",55,4,715059,112921,70169,113416,78921,121992,37380,130471,49789
2012,"WI",55,5,716218,179921,145240,174903,163293,20374,5544,21577,5366
2012,"WI",55,6,709482,178222,151492,169773,162209,22110,3662,18512,3502
2012,"WI",55,7,711054,174663,161393,165340,167340,17411,4773,14663,5471
2012,"WI",55,8,719292,183339,143505,176116,153873,25501,7161,22670,7127
2012,"WY",56,0,576412,157568,108314,146004,111912,21579,5275,19319,6441
2012,"AL",1,1,693136,128331,102384,125304,114086,71516,34094,75223,42198
2012,"AL",1,2,683565,125810,97004,118863,109499,77525,30772,83674,40418
2012,"AL",1,3,696249,141922,99314,137454,110743,68270,31017,70147,37382
2012,"AL",1,4,680966,164653,127587,162952,143763,28491,10986,28043,14491
2012,"AL",1,5,696690,149805,115936,143076,127736,54049,21899,57050,27139
2012,"AL",1,6,688675,154926,113888,154814,129433,49514,16566,49283,20251
2012,"AL",1,7,682742,69673,46714,63424,54277,133309,70336,150539,94470
2012,"AK",2,0,731449,154515,102722,137017,92297,93439,30418,86997,34044
2012,"AZ",4,1,722706,132447,103791,121741,108638,96541,33898,85113,40537
2012,"AZ",4,2,727099,157546,134294,144084,151670,53217,17022,49135,20131
2012,"AZ",4,3,719765,175990,82380,174747,91760,72695,24020,74036,24137
2012,"AZ",4,4,720881,150148,166916,139259,174149,35325,12607,29513,12964
2012,"AZ",4,5,737326,179951,128537,182741,144437,39930,10737,38828,12165
2012,"AZ",4,6,722561,168605,138210,161660,152876,38809,12185,37458,12758
2012,"AZ",4,7,735599,188770,66686,178780,72069,90365,25364,83128,30437
2012,"AZ",4,8,730846,171117,132327,164207,157338,37618,13815,37016,17408
2012,"AZ",4,9,736472,181074,102364,173881,109009,68451,16935,65363,19395
2014,"AL",1,1,696783,125333,104188,122114,116821,72881,34738,75174,45534
2014,"AL",1,2,678622,120517,97477,116407,109379,81135,31927,80623,41157
2014,"AL",1,3,706574,141495,101839,135726,113567,71104,31448,71267,40128
2014,"AL",1,4,683372,163269,128870,159289,145044,30962,12608,26814,16516
2014,"AL",1,5,706373,149150,118837,142622,131599,52036,23305,60146,28678
2014,"AL",1,6,696788,149512,117029,151507,134695,52821,19859,51064,20301
2014,"AL",1,7,680865,65198,45603,61739,51447,137001,67827,154887,97163
2014,"AK",2,0,736732,156193,101403,134744,91244,96881,31105,90622,34540
2014,"AZ",4,1,739373,134773,112637,125664,113079,90016,34573,88850,39781
2014,"AZ",4,2,713036,151058,134606,141605,152964,51952,16696,44817,19338
2014,"AZ",4,3,757119,189393,93633,180834,98403,74057,22951,71018,26830
2014,"AZ",4,4,734258,153388,173048,138269,185696,33868,10888,26691,12410
2014,"AZ",4,5,781441,200730,130250,193823,146054,38220,13734,42866,15764
2014,"AZ",4,6,737185,165297,141349,164236,162562,38914,11665,38810,14352
2014,"AZ",4,7,763089,169850,72102,169639,69021,108513,30614,108504,34846
2014,"AZ",4,8,760904,157289,143859,168268,170777,41409,16178,44349,18775
2014,"AZ",4,9,745079,187906,108870,157890,114513,72444,16216,65006,22234
2014,"AR",5,1,723492,158469,124334,150292,137421,51061,22241,52548,27126
2014,"AR",5,2,756326,158292,112455,155033,126569,69966,25663,75810,32538
2014,"AR",5,3,767904,202592,122537,197577,138647,39632,14831,38549,13539
2014,"AR",5,4,718647,144553,123172,136206,134323,59061,27919,61190,32223
2014,"CA",6,1,710428,156131,146115,145730,161699,39533,14701,32119,14400
2014,"CA",6,2,720049,140995,143703,130293,159236,51958,20928,50776,22160
2014,"CA",6,3,720104,138957,93114,134015,104526,88728,38874,81894,39996
2014,"CA",6,4,719688,158689,152451,144540,164783,34047,15609,31606,17963
2014,"CA",6,5,722814,120322,106068,118745,123217,85190,37835,86221,45216
2014,"CA",6,6,737671,118021,70588,111446,79030,125760,46382,129558,56886
2014,"CA",6,7,736555,134942,103145,128054,120626,83304,38032,87255,41197
2014,"CA",6,8,715953,167814,102361,158364,112663,60395,23738,63540,27078
2014,"CA",6,9,738320,115201,83302,113868,90750,120505,47958,114417,52319
2014,"CA",6,10,732084,167019,96781,166825,107037,73287,25351,67153,28631
2014,"CA",6,11,739693,125511,101418,114739,117057,86434,45913,95708,52913
2014,"CA",6,12,736123,121857,76982,104837,63624,105172,72323,109903,81425
2014,"CA",6,13,743310,100812,65373,97066,68411,127483,64081,140309,79775
2014,"CA",6,14,753002,92975,78545,90183,86236,130885,68210,124036,81932
2014,"CA",6,15,753911,100314,79092,94117,86623,133080,62604,128299,69782
2014,"CA",6,16,718849,132040,67593,135392,74058,118809,39792,109959,41206
2014,"CA",6,17,756995,72166,55130,67544,55854,175361,75302,171747,83891
2014,"CA",6,18,734378,128327,114156,117741,118647,88663,37401,86152,43291
2014,"CA",6,19,746211,106346,71181,98734,75767,134619,64232,125609,69723
2014,"CA",6,20,732074,184014,101977,172005,111212,58838,24883,51832,27313
2014,"CA",6,21,712295,187131,75313,172040,73084,81529,29702,68743,24753
2014,"CA",6,22,739418,175051,93410,165542,104099,72534,26432,73140,29210
2014,"CA",6,23,747914,181750,100978,174355,109838,70583,22487,61005,26918
2014,"CA",6,24,726519,175578,118851,161796,132981,52493,17483,48457,18880
2014,"CA",6,25,718796,131150,90765,135813,97062,89668,38471,93230,42637
2014,"CA",6,26,725795,175390,114640,168639,125071,46792,22553,46603,26107
2014,"CA",6,27,714911,78279,65765,66634,72543,123824,80538,128733,98595
2014,"CA",6,28,721435,144543,100226,127877,109632,79262,36198,76829,46868
2014,"CA",6,29,718633,133404,68096,125038,72213,112457,49428,105108,52889
2014,"CA",6,30,754331,140333,111100,129707,121887,87508,35740,84123,43933
2014,"CA",6,31,738321,151965,72562,149152,82380,97819,39791,98744,45908
2014,"CA",6,32,735945,97377,65622,99047,71701,134686,65497,126630,75385
2014,"CA",6,33,714411,136670,124294,139999,132162,58750,27231,60175,35130
2014,"CA",6,34,720406,112552,47241,96893,50903,136753,67878,130880,77306
2014,"CA",6,35,732845,117103,59118,113318,61704,142189,52539,132767,54107
2014,"CA",6,36,746522,127321,125703,125614,130687,87544,31572,83307,34774
2014,"CA",6,37,723724,105562,55894,99017,63030,123115,63270,130022,83814
2014,"CA",6,38,720208,103372,70109,101166,81743,120638,58186,118340,66654
2014,"CA",6,39,716854,110685,79147,106285,85537,104813,57444,107207,65736
2014,"CA",6,40,713940,137568,54618,132791,62070,116210,44615,115664,50404
2014,"CA",6,41,739287,130030,63719,122877,74952,129823,43921,126418,47547
2014,"CA",6,42,754191,156194,96962,151151,103268,85370,35455,87903,37888
2014,"CA",6,43,731916,87759,49386,86067,52269,144824,68257,153571,89783
2014,"CA",6,44,726147,115047,51655,108233,54205,139547,53669,137893,65898
2014,"CA",6,45,763368,132182,105064,126536,122100,98163,36222,97223,45878
2014,"CA",6,46,730783,158614,67584,146431,69209,102550,42223,98442,45730
2014,"CA",6,47,718747,118428,85334,117396,88442,99987,49299,101996,57865
2014,"CA",6,48,726491,124858,110515,117512,120902,81016,43562,78044,50082
2014,"CA",6,49,728456,177609,118034,161874,125149,51993,20640,49060,24097
2014,"CA",6,50,737332,169075,119517,154132,129369,59061,22668,57392,26118
2014,"CA",6,51,720935,163944,72657,147315,80219,92961,35425,86351,42063
2014,"CA",6,52,759602,160831,103820,144476,114455,84589,33927,80050,37454
2014,"CA",6,53,753810,148270,94385,148360,101564,89386,38260,87520,46065
2014,"CO",8,1,788694,210434,105263,199489,115094,54347,24655,53469,25943
2014,"CO",8,2,765721,211865,142464,190282,150869,28081,7422,27067,7671
2014,"CO",8,3,729368,180769,141700,171820,148739,31395,11648,30699,12598
2014,"CO",8,4,768242,207936,135063,199205,141231,33230,10976,29236,11365
2014,"CO",8,5,759664,187185,123593,170379,132628,60367,15805,51560,18147
2014,"CO",8,6,772966,175430,108883,169488,121266,74691,23189,73016,27003
2014,"CO",8,7,771211,211218,127896,196206,143986,33930,13164,32080,12731
2014,"CT",9,1,711205,125761,116666,123013,137347,70831,29654,71189,36744
2014,"CT",9,2,710798,159513,141828,152585,158429,39003,13460,33262,12718
2014,"CT",9,3,720986,142927,117163,136430,142875,61766,22564,68374,28887
2014,"CT",9,4,740215,142578,119982,141387,132595,72617,25946,71709,33401
2014,"CT",9,5,713473,144317,135394,144587,148572,53424,18722,49428,19029
2014,"DE",10,0,935614,168503,147377,165981,165672,97125,41000,97247,52709
2014,"DC",11,98,658893,94764,37906,95967,36440,116934,63029,131105,82748
2014,"FL",12,1,743897,164718,125718,146593,134682,64770,21707,56418,29291
2014,"FL",12,2,711296,141031,107729,132154,112256,80546,30926,72964,33690
2014,"FL",12,3,716034,158507,126376,149753,138581,52669,20644,48041,21463
2014,"FL",12,4,714880,155670,116746,151196,130819,57208,21973,57628,23640
2014,"FL",12,5,742217,84064,60608,80707,63357,144594,62332,162237,84318
2014,"FL",12,6,736069,142449,165539,135094,184683,35819,16695,35946,19844
2014,"FL",12,7,735643,166726,121326,162789,138104,56648,16799,50451,22800
2014,"FL",12,8,715672,129878,160986,125491,179794,40032,17606,38267,23618
2014,"FL",12,9,769993,181520,96558,179475,111635,71110,28351,67555,33789
2014,"FL",12,10,758350,153158,136924,151027,150332,55553,25962,59654,25740
2014,"FL",12,11,728133,120358,185284,116300,207751,31445,15510,31144,20341
2014,"FL",12,12,729937,155649,153616,155318,177818,27935,14658,29772,15171
2014,"FL",12,13,707503,132218,165193,128296,184789,31837,14545,33360,17265
2014,"FL",12,14,757963,139469,91785,136757,106765,96652,38331,98938,49266
2014,"FL",12,15,724176,147187,116173,146188,129013,68307,21289,67731,28288
2014,"FL",12,16,744076,131778,184744,128112,214011,28277,12197,29238,15719
2014,"FL",12,17,725251,137605,166882,126553,177459,43068,16997,37981,18706
2014,"FL",12,18,731704,126924,158323,126657,179322,45285,21419,46903,26871
2014,"FL",12,19,753542,132359,182791,129140,208154,33423,13998,37826,15851
2014,"FL",12,20,745656,86538,72552,74520,74008,138480,64645,151511,83402
2014,"FL",12,21,742664,136270,142391,130820,170230,56755,22137,52931,31130
2014,"FL",12,22,731165,141071,154702,126270,163547,51415,21064,48954,24142
2014,"FL",12,23,730033,148754,126724,145830,144005,55137,24669,57281,27633
2014,"FL",12,24,741950,79157,51621,77289,58222,148883,75104,160043,91631
2014,"FL",12,25,745358,181722,128326,175711,151384,38547,17254,34958,17456
2014,"FL",12,26,749692,184479,133262,176355,152895,31291,18784,31896,20730
2014,"FL",12,27,760443,189403,133516,185271,155521,32242,13647,31455,19388
2014,"GA",13,1,729328,136804,90812,126003,100898,95456,36656,96719,45980
2014,"GA",13,2,685342,87022,62141,74391,70709,127840,59977,130155,73107
2014,"GA",13,3,725530,145652,106436,135955,115685,74122,27478,84600,35602
2014,"GA",13,4,728367,63792,49575,57252,57647,167538,69620,170663,92280
2014,"GA",13,5,738016,88152,40513,78924,36984,151295,74542,174748,92858
2014,"GA",13,6,732089,152509,105625,143054,117205,79552,24494,79528,30122
2014,"GA",13,7,752996,132911,85030,132488,92124,110770,40080,111589,48004
2014,"GA",13,8,705698,131431,93469,125989,105212,85144,34425,85806,44222
2014,"GA",13,9,717371,170072,135178,167444,147792,35717,11887,34844,14437
2014,"GA",13,10,713570,142553,97521,139930,109438,70188,33498,80012,40430
2014,"GA",13,11,725169,156027,106568,151343,116294,71561,20452,77485,25439
2014,"GA",13,12,701628,124109,82334,113777,91805,98194,41495,99306,50608
2014,"GA",13,13,741383,67606,54345,70239,61117,167113,61178,178432,81353
2014,"GA",13,14,700856,174130,116840,175164,129897,40412,12098,37531,14784
2014,"HI",15,1,707541,49768,27786,31556,22021,167213,112155,161935,135107
2014,"HI",15,2,712020,66511,56194,52111,54764,154443,83243,148496,96258
2014,"ID",16,1,834295,228391,158280,223064,168255,20450,6590,20809,8456
2014,"ID",16,2,800169,229125,132404,218972,139616,33223,8587,29044,9198
2014,"IL",17,1,717741,84875,60657,78754,70309,122331,70863,133160,96792
2014,"IL",17,2,707817,71680,62993,71418,69682,129553,67649,140466,94376
2014,"IL",17,3,730269,158082,115949,154779,131548,62596,20728,63984,22603
2014,"IL",17,4,725616,147439,68911,138576,69340,112718,37775,108634,42223
2014,"IL",17,5,717666,182726,105544,186572,110488,47834,16616,47478,20408
2014,"IL",17,6,734700,165949,137236,156318,153727,42918,17376,41683,19493
2014,"IL",17,7,727478,80164,45074,74394,43677,156616,67148,167060,93345
2014,"IL",17,8,725320,146107,97478,133557,116275,89224,29869,81260,31550
2014,"IL",17,9,710295,143591,107577,136787,126907,60821,33276,65307,36029
2014,"IL",17,10,711698,160485,110201,153674,125123,57025,25286,52887,27017
2014,"IL",17,11,712657,133373,87507,136229,95790,94786,30594,100184,34194
2014,"IL",17,12,701698,152319,120949,146921,133711,51524,20150,50438,25686
2014,"IL",17,13,715374,167499,116392,162563,134998,49896,14395,52966,16665
2014,"IL",17,14,725522,182301,132224,177283,143048,33216,13397,30208,13845
2014,"IL",17,15,705504,182075,144797,171792,158756,20456,7328,15195,5105
2014,"IL",17,16,699582,171193,139808,168768,153582,24380,8744,24771,8336
2014,"IL",17,17,701014,151643,128653,147837,144717,51074,14938,45075,17077
2014,"IL",17,18,710629,178057,143879,168435,158723,25808,6310,23101,6316
2014,"IN",18,1,718064,136424,110490,131921,123244,74745,29472,74890,36878
2014,"IN",18,2,721627,180468,128402,173004,142690,36337,10201,37963,12562
2014,"IN",18,3,734384,187812,128367,180793,142374,35704,10906,35563,12865
2014,"IN",18,4,742958,198202,133291,188273,147518,31501,8595,29838,5740
2014,"IN",18,5,743454,185590,124570,184951,142589,36189,13873,39431,16261
2014,"IN",18,6,720106,188112,142526,182661,158361,19408,5438,16964,6636
2014,"IN",18,7,756223,140000,85308,140484,94348,104352,36636,107881,47214
2014,"IN",18,8,723064,191033,140020,179457,155982,22066,6991,20345,7170
2014,"IN",18,9,736975,196498,136505,193395,151727,22596,5351,24237,6666
2014,"IA",19,1,770612,192911,153236,192079,166670,28307,6456,25342,5611
2014,"IA",19,2,776785,199821,147992,191558,162497,32233,8289,25442,8953
2014,"IA",19,3,801039,215684,139827,210034,156542,30129,9321,30302,9200
2014,"IA",19,4,758690,199622,153291,186128,169866,22481,5201,18266,3835
2014,"KS",20,1,718346,194297,122481,175213,136666,35129,12020,32360,10180
2014,"KS",20,2,715446,180611,129237,173653,142552,35775,10640,31378,11600
2014,"KS",20,3,749250,183351,115352,181112,131037,50841,17403,49339,20815
2014,"KS",20,4,720979,176611,119454,173246,131265,44794,16949,41815,16845
2014,"KY",21,1,724041,181654,137245,172023,154655,30387,10189,25517,12371
2014,"KY",21,2,742858,190909,134857,188924,149585,29497,9488,28087,11511
2014,"KY",21,3,736532,148190,110457,142908,129651,68212,28126,72874,36114
2014,"KY",21,4,748191,201668,140524,195496,154582,20342,8016,20512,7051
2014,"KY",21,5,712274,196009,146302,183725,162393,9287,4492,6692,3374
2014,"KY",21,6,749561,189516,122347,185164,139477,40603,15841,40441,16172
2014,"LA",22,1,796858,178001,130871,172873,148352,57503,20523,63165,25570
2014,"LA",22,2,775807,72494,53746,67721,55080,165205,82683,173680,105198
2014,"LA",22,3,777665,161011,109364,159757,120672,77293,31951,80275,37342
2014,"LA",22,4,756663,136245,94964,126511,105706,99229,43336,95039,55633
2014,"LA",22,5,750819,129711,99548,122781,110381,100834,43304,93847,50413
2014,"LA",22,6,791864,166313,110726,163759,122555,78867,28394,85660,35590
2014,"ME",23,1,673835,161569,148328,158628,167946,12693,4357,15071,5243
2014,"ME",23,2,656254,154240,151650,152360,165557,10732,4053,13852,3810
2014,"MD",24,1,728405,156206,139282,151827,155933,42755,19535,39490,23377
2014,"MD",24,2,743321,113559,88125,111976,99854,112640,43223,116513,57431
2014,"MD",24,3,768378,132261,99673,135046,117532,91656,38080,103529,50601
2014,"MD",24,4,742761,78336,50690,68465,56426,152239,74901,157425,104279
2014,"MD",24,5,753079,111664,84368,106359,87224,114016,62695,111955,74798
2014,"MD",24,6,755369,142112,112013,134965,124284,86321,35978,81743,37953
2014,"MD",24,7,738431,73530,59801,68355,63141,142994,78375,152610,99625
2014,"MD",24,8,746663,129954,113350,134584,131687,80275,35426,76835,44552
2014,"MA",25,1,733426,157995,136975,160536,159348,41362,14907,44737,17566
2014,"MA",25,2,736475,170233,136053,165912,152349,43418,13104,42324,13082
2014,"MA",25,3,755778,153560,129107,154479,142310,68435,21845,61477,24565
2014,"MA",25,4,748190,173591,142982,177857,159482,31461,13311,35716,13790
2014,"MA",25,5,755944,162032,122146,159987,148419,61403,19405,60577,21975
2014,"MA",25,6,757309,159927,152862,159946,175569,40577,13323,40704,14401
2014,"MA",25,7,769929,138601,57634,136986,61889,128539,49018,132217,65045
2014,"MA",25,8,751768,157681,125737,152538,150794,56805,21994,60389,25830
2014,"MA",25,9,736589,157115,156992,150100,187696,27324,12225,32586,12551
2014,"MI",26,1,703687,158689,167789,147302,176147,23181,8752,14329,7498
2014,"MI",26,2,724843,174894,127369,171881,141636,40710,11687,43861,12805
2014,"MI",26,3,725487,178334,125120,171184,135265,44007,14494,40898,16185
2014,"MI",26,4,702630,180562,148199,173255,159410,17994,4861,13952,4397
2014,"MI",26,5,687292,138673,120556,136005,136703,49860,22341,53998,29156
2014,"MI",26,6,712100,165661,130875,163809,143917,39238,12909,39634,16057
2014,"MI",26,7,702894,174331,146170,164470,157811,22832,9300,20026,7954
2014,"MI",26,8,725201,176512,127321,173249,142561,38368,13302,39904,13984
2014,"MI",26,9,720485,154740,128783,143167,146717,50246,17393,55243,24196
2014,"MI",26,10,706525,173040,152174,168302,164401,18737,6900,15195,7776
2014,"MI",26,11,718435,159365,131973,153580,148282,44821,17533,43071,19810
2014,"MI",26,12,705207,163713,108372,158022,124118,56160,17228,55132,22462
2014,"MI",26,13,687170,72740,57468,73830,60571,131906,63951,142521,84183
2014,"MI",26,14,687921,60853,55324,58889,62502,129337,77609,141385,102022
2014,"MN",27,1,666946,172640,129809,167006,141482,22494,6654,21959,4902
2014,"MN",27,2,689759,167694,121290,166405,132307,41507,10141,39419,10996
2014,"MN",27,3,685736,140398,128548,143426,144659,52027,11810,51039,13829
2014,"MN",27,4,695920,135257,107907,134320,124237,77487,18495,78404,19813
2014,"MN",27,5,706584,153709,91743,142030,103105,83526,23197,83925,25349
2014,"MN",27,6,684784,192990,124314,183423,126297,24571,4820,23292,5077
2014,"MN",27,7,662682,165445,140357,156378,150979,21735,5113,16936,5739
2014,"MN",27,8,664762,162731,150006,151417,154650,18203,6205,15851,5699
2014,"MS",28,1,760275,150017,108000,148637,121512,80244,30770,79074,42021
2014,"MS",28,2,722640,59831,52810,54234,60912,162822,71044,169955,91032
2014,"MS",28,3,749430,128884,99192,122150,109664,97152,41226,98538,52624
2014,"MS",28,4,761734,157687,112133,151266,124266,77341,28675,75266,35100
2014,"MO",29,1,744782,94755,69751,89529,75284,129886,58585,143254,83738
2014,"MO",29,2,758288,176348,149343,177377,176487,27151,11504,27432,12646
2014,"MO",29,3,766993,204783,148628,195948,159998,20871,6630,23549,6586
2014,"MO",29,4,763003,199405,136607,191976,149747,33615,10133,31219,10301
2014,"MO",29,5,758442,142429,106217,138046,123585,85660,32953,87895,41657
2014,"MO",29,6,760291,197193,144831,192604,156409,27307,9006,23886,9055
2014,"MO",29,7,765669,203371,142458,199963,162667,21796,8003,20050,7361
2014,"MO",29,8,746121,186515,151731,179132,167154,23675,9373,19353,9188
2014,"MT",30,0,1023579,252599,207168,238548,216256,40215,13427,39681,15685
2014,"NE",31,1,634290,173271,109775,163593,121033,26377,6419,26946,6876
2014,"NE",31,2,641045,166147,94869,160797,103610,43605,13249,42750,16018
2014,"NE",31,3,606168,157393,124881,148278,137329,15962,4249,13759,4317
2014,"NV",32,1,693623,112312,87733,94385,86157,113464,44690,106869,48013
2014,"NV",32,2,697426,163480,131415,152399,132817,42209,16428,39120,19558
2014,"NV",32,3,734973,141069,111805,137527,109366,78809,31838,84828,39731
2014,"NV",32,4,713077,138947,96770,135467,99615,83711,32064,84099,42404
2014,"NH",33,1,665612,164126,141575,161285,154390,16611,4779,16993,5853
2014,"NH",33,2,661201,160536,144536,156900,156062,17875,4776,15351,5165
2014,"NJ",34,1,732232,132199,108101,128921,124678,80077,33081,82661,42514
2014,"NJ",34,2,733973,142353,126705,133106,143976,65103,27737,63165,31828
2014,"NJ",34,3,734551,150104,138897,142011,159499,50575,21232,45162,27071
2014,"NJ",34,4,748864,171021,137677,164778,167544,33809,17768,34669,21598
2014,"NJ",34,5,745147,145825,139539,142700,149143,53928,26485,54133,33394
2014,"NJ",34,6,748924,133599,101390,129866,111778,95471,37877,96456,42487
2014,"NJ",34,7,748182,152832,138748,149189,157735,50792,22267,51826,24793
2014,"NJ",34,8,762249,141676,79036,128061,88781,125562,40418,112629,46086
2014,"NJ",34,9,759352,124435,87784,118665,104699,107489,48586,109985,57709
2014,"NJ",34,10,742855,63561,42790,61489,47569,167076,78686,177644,104040
2014,"NJ",34,11,739014,151955,140337,152550,161651,42072,21216,43842,25391
2014,"NJ",34,12,742832,118739,96491,109673,109800,101096,49194,100318,57521
2014,"NM",35,1,699493,140726,108186,133832,124689,66489,25771,71162,28638
2014,"NM",35,2,699424,170398,115494,165399,123820,45078,19354,38151,21730
2014,"NM",35,3,686655,124406,97296,112262,108951,83399,36182,82264,41895
2014,"NY",36,1,725932,164431,143364,161819,159422,34857,14484,32295,15260
2014,"NY",36,2,724171,151096,119942,143710,139277,60207,22591,59349,27999
2014,"NY",36,3,718780,124098,137254,125826,152617,59877,30057,55942,33109
2014,"NY",36,4,721920,124001,106243,118577,126749,83423,35310,82038,45579
2014,"NY",36,5,760487,36733,29299,30156,36281,186892,106258,198847,136021
2014,"NY",36,6,733419,83216,77658,79933,88956,118062,73299,124813,87482
2014,"NY",36,7,732079,127621,46179,124786,52567,123904,60633,119926,76463
2014,"NY",36,8,758543,62849,42144,62854,53097,163798,80571,178740,114490
2014,"NY",36,9,755073,82909,45010,82707,49430,144531,73868,165108,111510
2014,"NY",36,10,736997,155768,95988,156497,99991,74608,35130,78510,40505
2014,"NY",36,11,726893,142163,108925,141175,130796,68244,31024,67567,36999
2014,"NY",36,12,729253,157337,95460,171079,110938,66410,27249,73990,26790
2014,"NY",36,13,782199,59812,36420,54316,38946,193984,79455,199778,119488
2014,"NY",36,14,752344,113775,66136,107889,75206,138578,62529,121296,66935
2014,"NY",36,15,750915,27879,16980,27921,21043,219660,83281,238594,115557
2014,"NY",36,16,732521,97671,80009,91356,95170,114023,55917,120282,78093
2014,"NY",36,17,739263,138815,110499,136190,129049,76067,33685,75002,39956
2014,"NY",36,18,720115,147429,125109,142871,135053,64020,22600,57672,25361
2014,"NY",36,19,708116,157327,155489,154486,167735,26096,12971,23514,10498
2014,"NY",36,20,727913,157740,128261,153516,148270,50807,16726,54699,17894
2014,"NY",36,21,713276,183068,144990,169245,156892,30411,7480,15941,5249
2014,"NY",36,22,709851,170663,145568,164220,160022,25719,7995,27238,8426
2014,"NY",36,23,715663,175760,145245,171583,158518,27984,7057,22769,6747
2014,"NY",36,24,715188,160984,134192,158407,150487,41944,12752,42038,14384
2014,"NY",36,25,721227,146499,118751,142528,138395,59951,22522,65589,26992
2014,"NY",36,26,717332,137914,114940,127137,135987,68683,24941,74524,33206
2014,"NY",36,27,716757,167689,154956,169364,173012,21918,9008,14075,6735
2014,"NC",37,1,742851,79287,63375,75716,72485,138552,72040,142652,98744
2014,"NC",37,2,774723,162595,110475,156681,124984,83148,28469,75843,32528
2014,"NC",37,3,759653,177281,107703,153917,121080,72877,27287,67454,32054
2014,"NC",37,4,795798,150086,74900,143386,84454,118281,44184,122792,57715
2014,"NC",37,5,750233,165163,133195,160862,152302,46190,19279,49244,23998
2014,"NC",37,6,755280,145775,135397,148784,152609,55681,25872,58929,32233
2014,"NC",37,7,772311,151448,131376,148715,146511,62996,31364,61691,38210
2014,"NC",37,8,746671,138537,108912,133782,117672,84949,35368,83166,44285
2014,"NC",37,9,805960,179859,122361,180441,139218,62975,22897,69101,29108
2014,"NC",37,10,744808,154908,139431,157378,155548,46686,18271,48961,23625
2014,"NC",37,11,744956,162490,159319,157512,185532,32227,10901,25902,11073
2014,"NC",37,12,778251,91807,47716,88784,52763,168700,65160,179071,84250
2014,"NC",37,13,772469,158997,116564,160830,128304,69142,29950,69712,38970
2014,"ND",38,0,739482,202486,132319,181536,138034,33644,7875,33156,10432
2014,"OH",39,1,729726,149917,107845,143478,119689,70724,29046,73944,35083
2014,"OH",39,2,724587,177269,131833,173321,150283,30763,13298,30780,17040
2014,"OH",39,3,755499,140172,71377,136567,83122,112953,39030,122795,49483
2014,"OH",39,4,709882,176030,140678,165408,154699,28735,10339,23400,10593
2014,"OH",39,5,730503,187550,142953,183481,160748,19607,7126,21506,7532
2014,"OH",39,6,713457,179778,155266,172708,172558,15630,4352,8229,4936
2014,"OH",39,7,725548,180461,148071,177568,163800,20281,7926,19328,8113
2014,"OH",39,8,722889,180346,134560,176781,149693,29768,10298,29288,12155
2014,"OH",39,9,709813,144418,111741,146969,130615,66090,21885,60795,27300
2014,"OH",39,10,720794,151959,119641,146846,136788,53955,23785,55910,31910
2014,"OH",39,11,699736,72872,64309,67882,71919,125568,66147,140185,90854
2014,"OH",39,12,755978,193767,136049,191600,149433,36262,10727,28378,9762
2014,"OH",39,13,707940,155525,130074,148744,152727,41724,16380,42911,19855
2014,"OH",39,14,722474,169123,154018,164678,173022,20117,8978,20701,11837
2014,"OH",39,15,740854,197309,138171,186596,149396,29438,10252,20817,8875
2014,"OH",39,16,724483,175880,155532,173098,173553,15287,5621,18109,7403
2014,"OK",40,1,781067,160718,113626,157468,129977,80874,26226,81180,30998
2014,"OK",40,2,749768,126913,121038,121794,131615,88273,36408,84694,39033
2014,"OK",40,3,776896,182247,128760,168860,139900,60505,19581,54925,22118
2014,"OK",40,4,773994,177551,114955,166882,129812,70072,23515,67489,23718
2014,"OK",40,5,796326,165890,106156,163781,119538,85574,31680,86196,37511
2014,"OR",41,1,805943,189002,132229,185600,146955,57429,18246,57677,18805
2014,"OR",41,2,784114,185689,161285,175935,177442,31361,10953,31583,9866
2014,"OR",41,3,806382,189072,124228,181576,135878,64368,23804,63144,24312
2014,"OR",41,4,775615,182728,161890,176064,175522,28119,11012,27970,12310
2014,"OR",41,5,798185,185630,146871,179636,165018,47978,12399,45336,15317
