Year,StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
2010,"FL",12,19,739675,129857,140700,127274,183007,55683,20313,57638,25203
2010,"FL",12,20,684682,134242,118229,135193,132515,58918,19480,60183,25922
2010,"FL",12,21,697265,162849,108703,173297,136623,36117,16849,38775,24052
2010,"FL",12,22,702031,149098,162116,136800,171560,27277,11810,30057,13313
2010,"FL",12,23,680693,82120,54779,64213,55786,138928,62368,149097,73402
2010,"FL",12,24,793651,184725,141717,173463,159332,45337,17761,51475,19841
2010,"FL",12,25,843396,225972,124086,205542,140372,55121,24096,44537,23670
2010,"GA",13,1,726256,144844,97182,140642,106324,88646,29668,82947,36003
2010,"GA",13,2,634102,85796,63702,73309,70423,115491,50035,113564,61782
2010,"GA",13,3,813574,164823,113791,163840,128953,81325,31801,88267,40774
2010,"GA",13,4,671520,58053,35983,55162,39715,170483,59779,173385,78960
2010,"GA",13,5,629209,92931,41803,85641,43277,125023,50228,122746,67560
2010,"GA",13,6,769351,172001,117383,165735,130937,68348,19616,73559,21772
2010,"GA",13,7,914277,175238,105672,168702,115521,126062,40263,135064,47755
2010,"GA",13,8,711873,123539,88441,118392,99433,96050,37790,99779,48449
2010,"GA",13,9,829101,218726,144086,217805,157860,37438,10030,32858,10298
2010,"GA",13,10,736201,163966,108409,160299,122094,64542,24588,61704,30599
2010,"GA",13,11,787941,185260,111979,183125,125313,68582,20178,69396,24108
2010,"GA",13,12,701104,112037,67695,104420,77747,113201,47513,117578,60913
2010,"GA",13,13,788078,72609,50229,67445,57023,191474,58422,214898,75978
2010,"HI",15,1,653660,40707,29323,29884,22953,152299,105319,145401,127774
2010,"HI",15,2,709961,57495,53795,48223,53183,161558,83591,158390,93726
2010,"ID",16,1,841120,240970,151374,229807,159644,20934,7672,24093,6626
2010,"ID",16,2,730330,215599,119698,204191,127940,25464,5795,25374,6269
2010,"IL",17,1,601935,53222,38950,50039,45971,121282,63803,135147,93521
2010,"IL",17,2,611148,41035,32041,43320,42315,138613,70311,145780,97733
2010,"IL",17,3,661589,131565,94955,132455,106731,71846,20110,77967,25960
2010,"IL",17,4,580404,134225,43708,118945,47714,94321,24578,92467,24446
2010,"IL",17,5,645997,157038,80473,145963,90069,66707,20355,63595,21797
2010,"IL",17,6,656905,148963,101805,141343,116415,56202,18017,55085,19075
2010,"IL",17,7,638817,71108,38560,67861,42209,134894,59368,149434,75383
2010,"IL",17,8,736851,174526,115363,169096,125109,62507,16088,56688,17474
2010,"IL",17,9,636845,121065,90593,118178,110035,65239,31392,63993,36350
2010,"IL",17,10,653079,136463,112464,127407,127957,53775,18884,54468,21661
2010,"IL",17,11,749606,190007,122693,185543,135726,42429,12839,44119,16250
2010,"IL",17,12,666262,147406,109868,142154,124290,51382,18302,49342,23518
2010,"IL",17,13,777599,179240,119129,179176,132821,62209,21298,60119,23607
2010,"IL",17,14,842007,209557,124427,197459,134308,71590,16441,71103,17122
2010,"IL",17,15,690813,173150,117737,169848,133887,37999,9526,39021,9645
2010,"IL",17,16,723063,179029,131269,171708,146818,35839,10439,36757,11204
2010,"IL",17,17,633027,145455,119289,140952,136529,36450,10388,33842,10122
2010,"IL",17,18,668014,162419,126621,156047,145171,29775,8434,30164,9383
2010,"IL",17,19,669205,176892,136092,167243,148448,17143,5257,13109,5021
2010,"IN",18,1,705801,143168,105228,138429,117835,68345,26052,72927,33817
2010,"IN",18,2,677175,164783,118919,160174,133682,38966,11848,35661,13142
2010,"IN",18,3,728745,195665,121893,186365,136790,33514,9729,33846,10943
2010,"IN",18,4,788928,222516,133419,212630,151825,29481,7323,24860,6874
2010,"IN",18,5,812910,215965,139904,219533,157544,32719,8303,30293,8649
2010,"IN",18,6,672216,181828,127030,172257,144463,17945,6335,15611,6747
2010,"IN",18,7,680151,122960,73695,115591,82947,98439,33686,107671,45162
2010,"IN",18,8,695475,184458,133458,177657,147775,20513,7184,17601,6829
2010,"IN",18,9,729220,202890,134623,195817,148862,19691,4649,17601,5087
2010,"IA",19,1,596488,150196,114801,147709,127962,22823,5112,22142,5743
2010,"IA",19,2,618688,165387,112523,161502,125683,20529,4700,24142,4222
2010,"IA",19,3,645911,170197,109931,168615,125203,31033,7456,26789,6687
2010,"IA",19,4,609868,166529,121042,154866,133904,14686,2761,13769,2311
2010,"IA",19,5,578928,145170,118520,138386,133470,19089,3394,16857,4042
2010,"KS",20,1,652252,165781,128939,154701,138116,26956,7810,22104,7845
2010,"KS",20,2,712486,186212,122512,178800,136688,33480,11571,31915,11308
2010,"KS",20,3,772798,201170,111318,195549,127774,51482,15483,49932,20090
2010,"KS",20,4,721633,172380,116991,170088,129826,49676,15373,49602,17697
2010,"KY",21,1,686717,175400,128877,168570,144797,27081,8739,23244,10009
2010,"KY",21,2,765064,205612,131984,201797,149372,30807,8526,24995,11971
2010,"KY",21,3,722582,150707,108809,144037,128694,65065,25120,67379,32771
2010,"KY",21,4,737017,207817,136749,199704,148918,16541,5070,17095,5123
2010,"KY",21,5,671665,186628,133467,184330,147346,8864,2355,6142,2533
2010,"KY",21,6,763221,198109,121175,193202,141000,44073,12918,37419,15325
2010,"LA",22,1,680231,145432,114609,141396,130150,53596,19581,53620,21847
2010,"LA",22,2,505241,50261,32808,45297,36300,108224,51663,115399,65289
2010,"LA",22,3,641972,126585,86609,121624,91531,74474,29467,76908,34774
2010,"LA",22,4,673343,122108,84582,112648,94048,88493,36442,89311,45711
2010,"LA",22,5,640878,113287,83362,107470,93867,85463,33108,82958,41363
2010,"LA",22,6,724827,135021,84541,126480,95218,98938,38440,99982,46207
2010,"LA",22,7,677736,141444,93640,140755,104851,68217,26619,69205,33005
2010,"ME",23,1,669817,169353,142505,164424,162127,12069,3373,12647,3319
2010,"ME",23,2,657750,163063,143919,161675,158621,11397,3210,12301,3564
2010,"MD",24,1,744981,162795,139396,160943,155893,44477,19063,41398,21016
2010,"MD",24,2,709394,114183,83439,107052,97047,105179,37646,112229,52619
2010,"MD",24,3,719048,145404,101291,143892,114297,78270,26565,74082,35247
2010,"MD",24,4,716680,60612,39694,55316,42913,163513,77398,175279,101955
2010,"MD",24,5,767304,115431,85716,111628,90273,119202,52243,128007,64804
2010,"MD",24,6,744104,177781,141784,176082,156600,36323,12521,31332,11681
2010,"MD",24,7,654914,61486,46561,58501,51341,130860,69550,148229,88386
2010,"MD",24,8,729557,108595,86291,110994,104772,110194,46134,105143,57434
2010,"MA",25,1,635272,157356,124178,151596,142963,24676,6705,19856,7942
2010,"MA",25,2,670872,155453,116698,155675,133026,39360,12793,44495,13372
2010,"MA",25,3,660410,158611,113002,162280,133149,36629,11184,33821,11734
2010,"MA",25,4,658927,149306,119901,157422,140166,31151,12420,35414,13147
2010,"MA",25,5,664235,136148,112158,133194,124575,63470,18412,57007,19271
2010,"MA",25,6,651477,156060,126726,155169,148612,22705,7977,24502,9726
2010,"MA",25,7,645395,139108,102928,136662,131281,50125,16893,49825,18573
2010,"MA",25,8,657658,130584,48040,128848,54663,102526,35794,109156,48047
2010,"MA",25,9,665822,133797,103809,139780,120010,60261,21294,62404,24467
2010,"MA",25,10,647186,145798,137554,140353,163509,19385,9192,21269,10126
2010,"MI",26,1,649813,150270,155094,138951,161314,18967,6290,12318,6609
2010,"MI",26,2,698921,174796,131261,172235,142004,30005,9638,29063,9919
2010,"MI",26,3,693775,178677,111171,172659,122152,42871,12096,40503,13646
2010,"MI",26,4,689687,181665,137138,170988,151569,19779,6907,14973,6668
2010,"MI",26,5,630683,134409,100364,133365,115662,48672,20270,51989,25952
2010,"MI",26,6,670785,160476,118820,156896,134140,38724,12055,35683,13991
2010,"MI",26,7,677169,169062,129729,161576,142668,28190,10783,24890,10271
2010,"MI",26,8,704586,182828,123331,177984,134143,32800,9236,33887,10377
2010,"MI",26,9,664279,137868,113931,134076,129009,51206,20586,53449,24154
2010,"MI",26,10,720833,190251,144026,183248,155958,18981,6482,15500,6387
2010,"MI",26,11,690987,156598,121208,151758,136689,44459,15025,48017,17233
2010,"MI",26,12,633165,118499,98583,116976,119645,57610,23310,64696,33846
2010,"MI",26,13,515348,48404,38827,47410,39349,112031,50237,112289,66801
2010,"MI",26,14,546794,55379,38045,57316,42573,106702,56585,113786,76408
2010,"MI",26,15,690749,158213,103134,153677,116761,58079,18127,60496,22262
2010,"MN",27,1,644273,169734,125723,164291,138840,18215,4773,18147,4550
2010,"MN",27,2,731366,195601,122141,190427,132159,36615,7328,38221,8874
2010,"MN",27,3,655310,143081,113848,146094,129712,48990,10749,50496,12340
2010,"MN",27,4,617990,128110,93673,129043,110523,63865,13980,63127,15669
2010,"MN",27,5,616163,137914,83631,125309,95212,67435,18405,69402,18855
2010,"MN",27,6,757602,216516,133180,210489,137408,27389,4457,23584,4579
2010,"MN",27,7,627259,160210,130601,150244,140030,18153,5537,16926,5558
2010,"MN",27,8,660621,166509,145323,156121,151502,18356,5355,11828,5627
2010,"MS",28,1,788688,159036,109831,155748,124926,82363,30335,86882,39567
2010,"MS",28,2,671235,59776,47497,49018,53325,153945,62507,162605,82562
2010,"MS",28,3,754237,129569,95744,127700,111080,98190,39940,100200,51814
2010,"MS",28,4,755876,158807,110007,154517,120951,74909,29069,73130,34486
2010,"MO",29,1,587200,60765,52643,57860,61501,111363,50202,122436,70430
2010,"MO",29,2,706210,182035,128679,184034,147653,22236,8175,24747,8651
2010,"MO",29,3,628293,158600,108006,149218,121974,31632,10505,35426,12932
2010,"MO",29,4,681465,179362,133166,170792,143520,22296,7099,19486,5744
2010,"MO",29,5,637874,121168,83548,116224,97626,73652,29097,79188,37371
2010,"MO",29,6,689415,179910,125953,175241,140748,26845,6878,25105,8735
2010,"MO",29,7,724309,196233,131568,193218,149460,20673,6713,19932,6512
2010,"MO",29,8,651752,167948,127952,161202,141990,20986,8023,17136,6515
2010,"MO",29,9,689713,182656,127690,183797,139529,20892,7234,20203,7712
2010,"MT",30,0,990898,247546,201161,231295,210333,39329,11199,34763,15272
2010,"NE",31,1,630512,173863,112204,168072,123944,22027,4776,21202,4424
2010,"NE",31,2,641214,166876,91837,160156,103678,44382,12806,45254,16225
2010,"NE",31,3,558703,144781,116985,137360,127290,13181,2822,13553,2731
2010,"NV",32,1,803286,165156,98683,152424,95054,102462,38487,107198,43822
2010,"NV",32,2,840135,202032,155215,190784,153090,51693,18539,47646,21136
2010,"NV",32,3,1061221,233394,150145,219061,155692,110273,39419,103912,49325
2010,"NH",33,1,656657,164707,134931,168062,148405,15259,4785,16269,4239
2010,"NH",33,2,660102,173048,136139,166345,146787,13748,4732,14369,4934
2010,"NJ",34,1,668471,125902,94198,123999,108782,76593,27672,76969,34356
2010,"NJ",34,2,695050,136830,113398,132235,129469,65411,26395,60858,30454
2010,"NJ",34,3,679648,142266,125820,139743,149704,38415,18953,40731,24016
2010,"NJ",34,4,723287,165225,125163,158456,152177,48989,14188,40709,18380
2010,"NJ",34,5,665966,148168,126823,147824,143826,30177,17055,32790,19303
2010,"NJ",34,6,665384,126459,85138,121863,97113,84242,31717,81134,37718
2010,"NJ",34,7,669331,140220,115960,131353,129260,49359,23906,53080,26193
2010,"NJ",34,8,663598,124453,86943,123038,104443,78241,31330,77355,37795
2010,"NJ",34,9,664227,115573,92298,117472,108724,81676,31622,76390,40472
2010,"NJ",34,10,631434,50103,31648,48374,37153,146345,66681,161961,89169
2010,"NJ",34,11,670098,147004,122573,147151,138047,41040,16658,39423,18202
2010,"NJ",34,12,710509,123426,110551,119822,128106,80317,32994,79387,35906
2010,"NJ",34,13,694621,128708,64783,121012,74506,118847,35593,109893,41279
2010,"NM",35,1,712231,140012,102677,138043,119373,80003,25967,77683,28473
2010,"NM",35,2,665270,162154,109287,157849,117911,37964,21088,35655,23362
2010,"NM",35,3,688431,130536,99365,127022,111271,79812,32131,74215,34079
2010,"NY",36,1,708199,169156,131160,167221,147233,35595,10767,36019,11048
2010,"NY",36,2,681426,137392,104480,129964,121919,69133,24762,63674,30102
2010,"NY",36,3,640916,147091,125545,145039,145190,27956,12329,25384,12382
2010,"NY",36,4,668467,102338,89847,100335,103855,90865,39007,93965,48255
2010,"NY",36,5,672450,91390,75787,80617,86701,109196,57186,103981,67592
2010,"NY",36,6,675879,32764,23954,30484,28134,169035,90467,181445,119596
2010,"NY",36,7,634170,62619,50824,57640,63371,133531,57384,135779,73022
2010,"NY",36,8,682796,148097,95351,146560,107779,59920,28909,66125,30055
2010,"NY",36,9,646792,117861,94941,113017,113535,63426,34355,70035,39622
2010,"NY",36,10,688574,67939,22077,71310,24428,152608,73170,169293,107749
2010,"NY",36,11,645379,66007,26192,67828,32086,135725,62915,158245,96381
2010,"NY",36,12,684876,125561,45695,111169,55421,122372,48115,114610,61933
2010,"NY",36,13,688616,139234,105851,135808,122206,63818,26793,64110,30796
2010,"NY",36,14,634231,130292,83737,154775,103292,55978,19626,59337,27194
2010,"NY",36,15,672369,77199,42178,76337,48076,141617,61603,137909,87450
2010,"NY",36,16,704523,39113,18666,39383,25311,202061,68516,216720,94753
2010,"NY",36,17,677903,90861,57668,82406,69199,115113,54040,134582,74034
2010,"NY",36,18,678827,127273,105153,127705,125979,72569,25131,62789,32228
2010,"NY",36,19,690234,155458,123196,154072,130882,48430,17114,43230,17852
2010,"NY",36,20,687611,168973,147127,163253,161054,19799,7767,14154,5484
2010,"NY",36,21,678481,155978,117536,148518,138203,44385,14121,44895,14845
2010,"NY",36,22,676798,143891,115978,140074,133596,58077,16552,49859,18771
2010,"NY",36,23,662495,179560,127929,171467,136613,22157,5489,15795,3485
2010,"NY",36,24,661272,163105,133618,160599,147560,25221,7095,18557,5517
2010,"NY",36,25,667827,152936,122241,153218,140429,35813,11007,38459,13724
2010,"NY",36,26,676726,164184,133837,163918,154167,24716,7779,21001,7124
2010,"NY",36,27,632595,148486,123891,147059,142366,28618,8581,24317,9277
2010,"NY",36,28,608060,101202,77247,98096,91793,79035,32005,88539,40143
2010,"NY",36,29,663791,168378,133056,160364,147959,21316,7764,16857,8097
2010,"NC",37,1,640553,72613,63993,69858,73057,113132,57862,112291,77747
2010,"NC",37,2,738673,150893,81094,141542,92937,94781,37630,91315,48481
2010,"NC",37,3,738500,176246,111050,155538,122831,65106,21245,60345,26139
2010,"NC",37,4,832983,166547,102136,168601,116657,102182,33055,103663,40142
2010,"NC",37,5,698492,159607,129789,159552,148050,38523,11975,34427,16569
2010,"NC",37,6,715945,162441,127704,158077,148788,41555,16534,43589,17257
2010,"NC",37,7,742439,133253,104535,131080,117511,84169,40079,85400,46412
2010,"NC",37,8,712047,133326,82091,133651,90383,94006,32170,100835,45585
2010,"NC",37,9,852204,197037,120482,198774,141176,70022,21923,77505,25285
2010,"NC",37,10,688323,162434,125913,159598,140594,37720,12148,33444,16472
2010,"NC",37,11,706554,160187,145450,154386,171984,26773,10369,25782,11623
2010,"NC",37,12,735056,102827,60322,93703,68179,141783,51151,148027,69064
2010,"NC",37,13,759789,146121,88783,142618,100234,98452,35937,103388,44256
2010,"ND",38,0,674499,179114,127727,163537,136680,30694,5910,23669,7168
2010,"OH",39,1,599929,112553,76331,107464,89491,70885,28545,78559,36101
2010,"OH",39,2,670493,178293,122373,171830,139391,19019,8857,19736,10994
2010,"OH",39,3,640037,143246,106295,137960,119125,42209,21086,43472,26644
2010,"OH",39,4,632540,163619,121775,157229,133531,22341,8560,17647,7838
2010,"OH",39,5,621278,167064,121423,164622,136022,12988,3363,10954,4842
2010,"OH",39,6,623484,159086,130937,154270,146931,12381,5055,10769,4055
2010,"OH",39,7,680177,165218,118702,161224,131357,38757,14264,36590,14065
2010,"OH",39,8,664904,169067,116804,169129,132231,29533,9402,28602,10136
2010,"OH",39,9,617749,134095,105911,130959,118229,44510,17789,45323,20933
2010,"OH",39,10,597493,137024,109653,134800,129104,31362,11900,31849,11801
2010,"OH",39,11,545253,48036,44425,46448,53703,104093,54329,116595,77624
2010,"OH",39,12,764452,159005,102166,158333,114751,79217,28830,85292,36858
2010,"OH",39,13,638510,140404,111249,136303,131199,38574,17788,41948,21045
2010,"OH",39,14,651868,160525,133310,155956,148203,20051,7525,18836,7462
2010,"OH",39,15,679785,187391,93537,179307,108846,44063,10317,44914,11410
2010,"OH",39,16,649981,163572,125743,162884,144201,19401,8033,17405,8742
2010,"OH",39,17,602981,137475,109792,134093,127508,32330,12693,33493,15597
2010,"OH",39,18,655268,180072,128300,175533,143352,11000,4597,8205,4209
2010,"OK",40,1,757029,160769,109436,158818,126637,74112,23431,74651,29175
2010,"OK",40,2,732393,128746,116553,126471,127986,84288,32960,80010,35379
2010,"OK",40,3,732189,172110,123951,159656,135282,56214,17696,48092,19188
2010,"OK",40,4,781594,175652,120507,171395,135284,66389,20956,66092,25319
2010,"OK",40,5,758497,152923,100096,148037,113998,90174,29282,89810,34177
2010,"OR",41,1,805627,190832,126316,187131,142309,65558,16102,60973,16406
2010,"OR",41,2,768918,185850,156376,178748,172267,29145,10970,23913,11649
2010,"OR",41,3,764515,183747,114006,179591,124192,61792,19539,59571,22077
2010,"OR",41,4,742198,179955,154204,173000,168397,24703,8834,22753,10352
2010,"OR",41,5,757699,178355,136998,174117,156323,46464,12439,40709,12294
2010,"PA",42,1,651499,65710,39579,60887,42667,145542,57256,160486,79372
2010,"PA",42,2,631882,63236,35210,65756,42093,126256,65818,140109,93404
2010,"PA",42,3,641730,163825,128285,158698,144926,17382,5800,17265,5549
2010,"PA",42,4,645629,155096,135232,149015,161354,15219,7293,14554,7866
2010,"PA",42,5,649918,174235,133742,164004,144758,16842,2971,10955,2411
2010,"PA",42,6,723566,171440,126621,166215,142842,43602,13965,43466,15415
2010,"PA",42,7,669306,149458,118045,144545,139684,43112,13125,45526,15811
2010,"PA",42,8,670188,160337,133380,155009,149696,25284,9400,26534,10548
2010,"PA",42,9,678548,180485,142577,170072,156765,14457,3114,7678,3400
2010,"PA",42,10,670356,168243,145907,158420,162887,16293,3758,10409,4439
2010,"PA",42,11,687090,163446,133670,162082,153804,27297,9370,27303,10118
2010,"PA",42,12,611852,145787,129545,143068,150683,15906,5993,15517,5353
2010,"PA",42,13,692574,145734,114090,141352,140134,58028,19281,52295,21660
2010,"PA",42,14,584006,106813,89738,107448,108080,57418,21652,61168,31689
2010,"PA",42,15,716276,162847,132702,163818,152234,41029,11457,39685,12504
2010,"PA",42,16,732752,185791,127300,182571,144058,34878,10941,35615,11598
2010,"PA",42,17,678324,153755,130172,151470,145870,36809,12673,33442,14133
2010,"PA",42,18,646273,152055,141168,147430,162186,14760,6464,16288,5922
2010,"PA",42,19,727861,177556,140372,174446,158231,30276,8200,29842,8938
2010,"RI",44,1,512816,112251,89125,112996,107467,33606,8152,37573,11646
2010,"RI",44,2,540070,118483,93656,114288,109227,39985,12940,38352,13139
2010,"SC",45,1,866316,179164,131930,175401,147257,81054,29454,81907,40149
2010,"SC",45,2,820254,156767,117317,145459,129630,91276,36352,99710,43743
2010,"SC",45,3,726747,152021,119627,145732,134885,57571,26604,59061,31246
2010,"SC",45,4,769959,167541,114731,162477,132337,66880,25245,67712,33036
2010,"SC",45,5,769725,141583,106562,139412,118046,86068,39462,88741,49851
2010,"SC",45,6,683311,82973,60196,80823,68927,119776,62881,125176,82559
2010,"SD",46,0,816463,202872,148210,189774,161024,48807,11281,42202,12293
2010,"TN",47,1,683638,175244,142201,169957,161143,11712,4489,13276,5616
2010,"TN",47,2,727532,183752,131966,181322,152976,26857,10274,28488,11897
2010,"TN",47,3,694419,162835,124078,160259,142792,34565,14042,36167,19681
2010,"TN",47,4,692825,174760,140778,170634,155101,18576,7016,16471,9489
2010,"TN",47,5,704790,141810,87916,135485,101645,85086,28192,88682,35974
2010,"TN",47,6,791235,215202,127569,208818,144065,35626,10239,37283,12433
2010,"TN",47,7,789801,182054,121887,186376,133606,61747,19031,62079,23021
2010,"TN",47,8,658736,139243,101710,132357,115537,57207,24960,59137,28585
2010,"TN",47,9,613921,49424,37707,44594,45467,147620,57655,154333,77121
2010,"TX",48,1,721485,163231,111767,156250,125150,54264,22833,58507,29483
2010,"TX",48,2,794169,158400,99977,156193,106701,102226,35844,94025,40803
2010,"TX",48,3,850855,170799,98810,167936,109093,116379,34343,116852,36643
2010,"TX",48,4,852594,199806,138117,201398,149727,56911,22482,57925,26228
2010,"TX",48,5,727987,165386,110404,154261,121331,65970,21468,64180,24987
2010,"TX",48,6,818953,181890,106325,175944,115748,92131,27462,88062,31391
2010,"TX",48,7,790218,171366,112118,159348,120691,86703,25395,89003,25594
2010,"TX",48,8,840823,219610,145290,204353,152117,43224,17530,41156,17543
2010,"TX",48,9,727885,86649,33353,90770,39405,174440,59697,166422,77149
2010,"TX",48,10,970318,236852,119849,222708,133568,101762,27331,95944,32304
2010,"TX",48,11,712577,191013,123199,178962,138710,30014,11059,26887,12733
2010,"TX",48,12,845535,211928,113251,205683,125889,73794,20729,73045,21216
2010,"TX",48,13,679699,177987,114574,163048,124964,39450,14190,33574,11912
2010,"TX",48,14,778788,191787,124644,184714,129087,51013,25710,48570,23263
2010,"TX",48,15,781345,219182,105583,211456,121667,49374,16013,43282,14788
2010,"TX",48,16,765076,196056,93899,194154,115416,60166,20554,60487,24344
2010,"TX",48,17,760543,202119,109984,191031,119982,50412,18803,50001,18211
2010,"TX",48,18,717553,141162,53089,124384,50859,113275,52380,116625,65779
2010,"TX",48,19,692491,177707,104800,169517,116431,49261,15947,41553,17275
2010,"TX",48,20,712239,179485,80058,174553,96710,66502,25607,61933,27391
2010,"TX",48,21,869422,209894,142034,199255,157320,56203,20862,59186,24668
2010,"TX",48,22,924709,183894,107493,185401,116762,117635,43564,119301,50659
2010,"TX",48,23,845902,226587,114817,227760,130403,54275,19884,50075,22101
2010,"TX",48,24,796543,161678,96469,162877,106606,98244,27579,107694,35396
2010,"TX",48,25,816087,200609,101643,198183,107482,79079,23987,79470,25634
2010,"TX",48,26,904158,217979,113046,218648,123883,85664,28440,84626,31872
2010,"TX",48,27,743452,218331,107262,225123,120440,26529,10978,22258,12531
2010,"TX",48,28,873678,276242,106372,272984,123480,34248,14481,31389,14482
2010,"TX",48,29,683511,180307,64503,164113,63505,76875,26953,78593,28662
2010,"TX",48,30,695724,105256,45028,91826,43253,141131,56987,142988,69255
2010,"TX",48,31,909689,232482,112875,229001,126083,79001,22153,79427,28667
2010,"TX",48,32,653106,147887,82139,137914,87976,81284,16703,78337,20866
2010,"UT",49,1,914458,284814,120528,276757,125805,45256,11212,38369,11717
2010,"UT",49,2,889647,268161,130995,258277,141470,37777,9576,33414,9977
2010,"UT",49,3,972364,324907,106944,310827,116795,48941,8738,45770,9442
2010,"VT",50,0,625960,162598,132139,157347,145241,10923,2512,11464,3736
2010,"VA",51,1,789312,163822,116434,155111,128152,80625,32981,75608,36579
2010,"VA",51,2,636095,136835,81953,120455,93009,73845,23181,73934,32883
2010,"VA",51,3,680587,90100,47520,78386,50065,127800,62887,141655,82174
2010,"VA",51,4,746299,128885,95367,121851,104804,95507,47597,96775,55513
2010,"VA",51,5,683474,133195,113266,131257,127706,53601,30474,55331,38644
2010,"VA",51,6,706207,160942,124907,161503,145477,39121,15475,39948,18834
2010,"VA",51,7,758388,159270,118812,151849,135536,65858,27205,64521,35337
2010,"VA",51,8,698321,141707,83379,136734,90326,87971,32167,88996,37041
2010,"VA",51,9,651315,172753,127611,162428,145221,16649,7016,11869,7768
2010,"VA",51,10,871650,195935,120290,190669,125504,89967,28354,89191,31740
2010,"VA",51,11,802969,146575,102304,146442,109587,102179,39635,110574,45673
2010,"WA",53,1,749670,171770,121529,164333,133639,60264,20424,54941,22770
2010,"WA",53,2,757423,187047,138413,177265,148776,40081,11319,40434,14088
2010,"WA",53,3,784754,197128,142555,190619,154894,37233,11024,37635,13666
2010,"WA",53,4,778585,177574,118636,171778,125111,79759,16541,71853,17333
2010,"WA",53,5,725352,183158,133763,177528,147027,33688,8314,31910,9964
2010,"WA",53,6,710698,149596,128595,135629,141766,55193,20057,55420,24442
2010,"WA",53,7,709818,149530,91347,146689,94425,79612,32248,77387,38580
2010,"WA",53,8,814730,176439,124273,170718,131453,84486,22325,78994,26042
2010,"WA",53,9,713466,144366,104245,141511,114972,80044,25847,74365,28116
2010,"WV",54,1,619576,164547,125733,157698,141543,13334,4805,7646,4270
2010,"WV",54,2,645870,162014,130639,159859,145186,16258,6967,18271,6676
2010,"WV",54,3,588527,149775,122327,144422,136777,11198,5563,11256,7209
2010,"WI",55,1,730437,183519,134843,175396,145920,37088,9953,35764,7954
2010,"WI",55,2,748934,198515,129124,192110,144561,35101,7171,35019,7333
2010,"WI",55,3,731228,203262,143073,196395,151497,17144,3736,13557,2564
2010,"WI",55,4,671566,105992,62324,99648,71596,119502,35940,130938,45626
2010,"WI",55,5,707744,175702,143057,173857,164548,18476,5722,20228,6154
2010,"WI",55,6,707466,185103,146825,174455,156633,21692,4546,14644,3568
2010,"WI",55,7,688692,174639,150510,165207,158252,14575,4445,16205,4859
2010,"WI",55,8,704980,180187,141826,171414,151864,27420,5187,19648,7434
2010,"WY",56,0,564460,153803,107378,143614,108828,19742,6130,19282,5683
2012,"AR",5,2,747332,161172,110076,155709,125447,67820,24161,71566,31381
2012,"AR",5,3,754704,196382,120552,193540,136299,45186,9669,41098,11978
2012,"AR",5,4,717926,140897,121370,138362,134587,59926,29634,59342,33808
2012,"AR",5,1,729169,160282,125190,150054,138032,54181,22767,52570,26093
2012,"CA",6,1,711354,164002,145299,150007,161551,37144,13282,27144,12925
2012,"CA",6,2,704148,140975,138887,129248,157472,50966,17766,49416,19418
2012,"CA",6,3,712075,139445,93751,133984,101768,89449,34846,83806,35026
2012,"CA",6,4,704230,150800,148144,142164,159014,37999,17474,32028,16607
2012,"CA",6,5,715809,128924,109524,122898,126909,76658,34218,78470,38208
2012,"CA",6,6,714536,119314,69750,113374,79687,113507,45425,119999,53480
2012,"CA",6,7,719962,128433,98623,126313,112074,95099,33332,87493,38595
2012,"CA",6,8,708578,159212,98606,151621,101354,71899,23957,75264,26665
2012,"CA",6,9,724666,121999,77112,119618,85886,115925,42732,112714,48680
2012,"CA",6,10,713348,167065,93133,161758,104674,66889,26347,64558,28924
2012,"CA",6,11,726253,132246,101130,121747,114064,80380,41477,84048,51161
2012,"CA",6,12,717042,125487,75397,105537,65281,98730,66997,104417,75196
2012,"CA",6,13,719569,101180,65649,95632,69233,127108,58339,126540,75888
2012,"CA",6,14,725771,98915,82624,92113,88040,116445,59814,112718,75102
2012,"CA",6,15,732515,100128,80446,97155,88118,122873,54731,128107,60957
2012,"CA",6,16,716746,131155,60781,123399,70091,124426,38998,123481,44415
2012,"CA",6,17,719276,70251,53005,62796,56162,168181,71157,160413,77311
2012,"CA",6,18,736397,142809,109958,129026,120621,78875,35782,80146,39180
2012,"CA",6,19,712983,110746,69864,107480,70236,121091,54423,119779,59364
2012,"CA",6,20,721890,183902,99551,163836,108250,60529,23824,57583,24415
2012,"CA",6,21,712866,180273,67381,158429,65061,96511,35469,80788,28954
2012,"CA",6,22,717545,166405,86811,163914,100049,78010,23936,73617,24803
2012,"CA",6,23,713959,169286,98920,158302,107160,68888,25605,61712,24086
2012,"CA",6,24,716974,163138,115938,152874,127644,62910,18541,56309,19620
2012,"CA",6,25,717685,143907,91925,133016,95851,93947,32019,88652,38368
2012,"CA",6,26,711999,166617,108524,159147,120501,56111,22306,52610,26183
2012,"CA",6,27,710190,84051,69908,83570,79334,115840,75156,110889,91442
2012,"CA",6,28,727828,148179,106285,132754,108308,79278,34144,77063,41817
2012,"CA",6,29,722810,155269,70346,149463,74874,98841,37482,91859,44676
