StateAbbreviation,StateFIPS,CongressionalDistrict,Population,WMY,WMO,WFY,WFO,NWMY,NWMO,NWFY,NWFO
"AZ",4,9,769074,0.23779116183878274,0.13909194693878613,0.2129587009832604,0.14465448058314284,0.10704821642650772,2.7877681471483888e-2,9.691005026824467e-2,3.366776148979162e-2
"AR",5,1,722287,0.21100199782081083,0.1734282909702099,0.1982660632130995,0.18980543745076403,7.732937184249475e-2,3.649103472719293e-2,7.45770033241634e-2,3.9100800651264665e-2
"AR",5,2,765193,0.19920725882228404,0.1478646563677399,0.19085119701826858,0.16840195872152516,9.789033616355612e-2,4.064595468071454e-2,0.10583081653909536,4.9307821686816265e-2
"AR",5,3,807421,0.24763041833194827,0.16045780330211873,0.24093378794953316,0.17989128348160377,7.075119423448238e-2,1.8062448214747943e-2,6.393938230489422e-2,1.8333682180671544e-2
"AR",5,4,709378,0.1957813746690763,0.16994042668365808,0.18522423869925483,0.18995937285903988,8.175613001812856e-2,4.1695682696672294e-2,8.24327791389076e-2,5.3209995235262444e-2
"CA",6,1,718214,0.2244651315624591,0.2045629854054641,0.20481221474379502,0.22580874224117045,5.273915573909726e-2,2.179990921925777e-2,4.404258340828778e-2,2.1769277680468494e-2
"CA",6,2,717999,0.18245150759262896,0.20449053550213858,0.17983729782353458,0.22415769381294404,7.788311682885352e-2,2.9823161313595144e-2,6.774939797966292e-2,3.3607289146642266e-2
"CA",6,3,750271,0.20752634714656437,0.13340912816835518,0.19322351523649456,0.14295501225557164,0.11010421567673548,5.219047517497011e-2,0.10735054400343343,5.3240762337875246e-2
"CA",6,4,748410,0.20811186381796073,0.21368100372790316,0.19604361245841184,0.22981788057348246,5.188198981841504e-2,2.340829224622867e-2,4.812736334362181e-2,2.8927994013976298e-2
"CA",6,5,732438,0.15099708098159845,0.1487743672501973,0.14679604280498826,0.17076121118784116,0.12889964747869445,5.7166613419838946e-2,0.12912219191248953,6.748284496435193e-2
"CA",6,6,764344,0.14271322859864144,9.175711459761574e-2,0.143625121672964,0.10632908742660373,0.1802826999361544,7.302340307505521e-2,0.1789377557748867,8.333158891807876e-2
"CA",6,7,750860,0.17218389579948326,0.1392336787150734,0.15551634126201955,0.1600751138694297,0.12407772420957303,5.312308552859388e-2,0.12920784167487948,6.658231894094771e-2
"CA",6,8,721449,0.24027200813917546,0.14174529315308498,0.2275739518663135,0.15634646385260773,8.203351865481828e-2,3.5144549372166295e-2,7.78987842522479e-2,3.898543070958585e-2
"CA",6,9,774266,0.1498774323036269,0.10909558213843822,0.1448429867771541,0.1208408996391421,0.16705111679965284,6.741869073419213e-2,0.16538631426409012,7.548697734370359e-2
"CA",6,10,758005,0.23515807943219372,0.13362444838754362,0.22263573459277974,0.14998449878298956,8.925139016233402e-2,4.152874981035745e-2,8.393480254088034e-2,4.3882296290921566e-2
"CA",6,11,764135,0.15560470335739104,0.1371249844595523,0.15230947411124998,0.15004416758818795,0.13218999260601857,6.2397351253378e-2,0.1298226098791444,8.050671674507777e-2
"CA",6,12,774736,0.15628420520022304,0.10087049007661965,0.13541257925280353,8.469852956361909e-2,0.15240933685797484,0.10154039569608228,0.15658624357200387,0.11219821978067368
"CA",6,13,766731,0.11991689393020499,8.367471773020786e-2,0.11615677467064721,9.413470956567557e-2,0.1880385689374761,9.22357384793363e-2,0.19240646328373315,0.11343613340271881
"CA",6,14,756389,0.11465000152038171,0.10021562978837609,0.10480982668970595,0.10384207068056252,0.17974349177473495,9.61449730231402e-2,0.17872153085251108,0.12187247567058748
"CA",6,15,785387,0.11278770848002323,0.10096041823967038,0.10538116877412028,0.1028817640220681,0.1921664096808325,9.306367434143932e-2,0.18962244091129596,0.10313641555055024
"CA",6,16,729788,0.19245726156089166,9.471517755841423e-2,0.18801213503099531,0.10561834395742326,0.15469972101487006,5.590801712278086e-2,0.1504245068430832,5.816483691154144e-2
"CA",6,17,771078,7.859127092200789e-2,6.519833272379708e-2,6.370561733054243e-2,6.887370668077679e-2,0.24798269435776926,0.11676769405948555,0.23103239879752763,0.1278482851280934
"CA",6,18,742728,0.16415699960146918,0.15089642507082002,0.15371306857961461,0.15728234293038637,0.13068848892192028,5.876040757854827e-2,0.11924553807046456,6.525672924677675e-2
"CA",6,19,770105,0.12532057316859388,9.120055057427234e-2,0.12007972938755104,9.167451191720609e-2,0.19155829399887028,9.271073425052428e-2,0.18308931898896905,0.10436628771401302
"CA",6,20,744295,0.1649990931015256,0.12624698540229345,0.15413780826150922,0.13334900812177966,0.15970952377753445,5.1963267252903754e-2,0.15030465070973204,5.928966337272184e-2
"CA",6,21,723549,0.2658700378274312,0.10738733658674118,0.24046332729365943,0.1026191729931214,0.1114879572772542,4.375930310179407e-2,9.105948595050231e-2,3.735337896949619e-2
"CA",6,22,760328,0.22449390263149588,0.12225776243936827,0.22371792173903893,0.14077740133205668,0.10723792889384581,3.6981408023905475e-2,0.10323439357750866,4.129928136278027e-2
"CA",6,23,745328,0.24147086920121075,0.14113517806925274,0.21863126033102204,0.15090000644011764,9.1542247171715e-2,3.749758495588519e-2,8.191829637421377e-2,3.690455745658287e-2
"CA",6,24,740039,0.238423920901466,0.16258332331133898,0.22311932208978175,0.18236741577133098,7.189891343564325e-2,2.8693082391603685e-2,6.420202178533833e-2,2.871200031349699e-2
"CA",6,25,721740,0.18915953113309503,0.13522321057444509,0.17522237925014547,0.13364923656718486,0.12281708094327597,5.640812480948818e-2,0.12403497104220357,6.348546568016183e-2
"CA",6,26,732091,0.23568381526340304,0.16286090117212204,0.22668493397678705,0.17835897449907184,6.314788735280177e-2,3.2165400202980234e-2,6.444007643858482e-2,3.665801109424921e-2
"CA",6,27,717980,9.634530209755146e-2,8.834507925011839e-2,9.07894370316722e-2,9.484943870302794e-2,0.1812459957101869,0.1223808462631271,0.17732527368450374,0.14871862725981225
"CA",6,28,719156,0.19450161022087,0.1506168341778418,0.16748660930312756,0.16934573305374634,9.9979698424264e-2,5.542469227817052e-2,9.521856175850581e-2,6.742626078347397e-2
"CA",6,29,713745,0.17958094277367967,0.10560494294180695,0.170884559611626,0.11043299777931895,0.14719822905939797,6.589748439568753e-2,0.14423498588431444,7.61658575541685e-2
"CA",6,30,771201,0.1693371766893456,0.14466915888335208,0.1592645756424071,0.1577007809896512,0.12321301450594592,5.684639931742827e-2,0.12391451774569795,6.505437622617191e-2
"CA",6,31,762208,0.18907043746588859,0.10292990889625929,0.18222978504555187,0.11982031151601663,0.14100219362693647,5.560949242201604e-2,0.1451126201771695,6.422525085016163e-2
"CA",6,32,725317,0.12524179083076778,8.35924154542083e-2,0.12647435535083282,9.819844288773047e-2,0.18583736490389718,9.66308524410706e-2,0.1709804127023081,0.11304436542918475
"CA",6,33,705588,0.18159747614755353,0.17186233325963593,0.18390193710777394,0.18449860258394418,8.395550944743958e-2,4.142927600809537e-2,9.582645963366723e-2,5.692840581189022e-2
"CA",6,34,763303,0.1318558947102265,6.2152251465014546e-2,0.1145508402298956,6.1573189152931404e-2,0.21528410080924612,0.10312287518849002,0.1896232557712992,0.12183759267289661
"CA",6,35,745237,0.1513290402918803,8.071392053803018e-2,0.13988704264549398,8.644766698379173e-2,0.20034163628483287,7.778062549229306e-2,0.183732155005723,7.976791275795485e-2
"CA",6,36,737403,0.17148424945382648,0.1805539169219545,0.17159951885197103,0.18394148111683842,8.973926062139699e-2,5.471228080167832e-2,8.365574862049653e-2,6.431354361183776e-2
"CA",6,37,713530,0.1296918139391476,6.807141956189648e-2,0.12972685100836684,7.918237495269996e-2,0.1832508794304374,0.10029991731251664,0.18860314212436757,0.12117360167056745
"CA",6,38,718428,0.11396688325065281,9.135779785865807e-2,0.11325560807763617,9.636317070047382e-2,0.18613695457304003,9.736675073911373e-2,0.18926600856314063,0.11228682623728474
"CA",6,39,736480,0.1434472083423854,0.10995817944818596,0.13720942863349989,0.11107158374972843,0.15729551379535087,9.044373234846839e-2,0.144826743428199,0.10574761025418206
"CA",6,40,738618,0.19018220514528483,7.760980642226428e-2,0.17897749580974198,8.857758679046544e-2,0.1688409976469569,6.465046884857938e-2,0.1570311040348326,7.413033530187459e-2
"CA",6,41,765770,0.13159173119866277,7.21691891821304e-2,0.12065241521605705,8.035310863575225e-2,0.22215939511863875,7.477441007090901e-2,0.21728586912519424,8.101388145265549e-2
"CA",6,42,826899,0.17469001655583088,0.11212614841715857,0.16928306842794585,0.12361969236871734,0.14907503818483273,5.940386915451585e-2,0.14864814203427504,6.315402485672374e-2
"CA",6,43,745656,0.11204630553499201,6.157933417018035e-2,0.10229381913375604,7.359023463902925e-2,0.20153261021167937,0.10553526022723615,0.20902265924233157,0.1343997768407952
"CA",6,44,717097,0.13677647514910815,7.038238899339978e-2,0.1280496222965652,7.424239677477384e-2,0.1954254445353976,8.199309159011961e-2,0.2101514857822582,0.10297909487837768
"CA",6,45,777871,0.16082743796850635,0.13747523689660626,0.16021936799289344,0.1489797151455704,0.1257753534969166,5.900464215788993e-2,0.13578343967058806,7.1934806671029e-2
"CA",6,46,734649,0.1769525310726619,8.53931605433343e-2,0.16159281507223178,9.180846907843065e-2,0.17239116911613572,7.063373121041477e-2,0.16529798584085734,7.593013806593353e-2
"CA",6,47,723526,0.15445332994253144,0.1103277560170609,0.15142510428097955,0.12029007941663465,0.1430301053452122,7.947330158142209e-2,0.15128136376578036,8.971895965037884e-2
"CA",6,48,721632,0.16862057114983814,0.16332840007095029,0.1640406744711986,0.1807597224069886,9.671688616912776e-2,6.0501751585295555e-2,9.842828477672831e-2,6.760370936987273e-2
"CA",6,49,747350,0.21847193416739144,0.16943065498093263,0.1873820833612096,0.18637318525456614,8.787582792533619e-2,3.489797283735867e-2,7.368970361945541e-2,4.1878637853749914e-2
"CA",6,50,754388,0.21565427870008536,0.16174567994188666,0.21379184186386846,0.1739993213041565,8.610820956855093e-2,3.120940417928175e-2,8.059778257342376e-2,3.689348186874659e-2
"CA",6,51,746496,0.2275069122942387,0.10216263717421124,0.21088659550754457,0.11236898791152264,0.12854322059327847,5.447182570301783e-2,9.918338477366255e-2,6.487643604252401e-2
"CA",6,52,768240,0.20234692283661357,0.132854316359471,0.18303004269499115,0.14599213787358117,0.11894069561595334,4.928017286264709e-2,0.11199755284806831,5.5558158908674375e-2
"CA",6,53,774182,0.19448398438610043,0.12009966648669176,0.18242738787520246,0.12747519317163147,0.12598071254562881,5.070125629373971e-2,0.13708146146513353,6.175033777587182e-2
"CO",8,1,826995,0.25816601067721084,0.13509029679744133,0.24056130931867786,0.14510849521460226,7.527373200563486e-2,3.297964316591999e-2,7.760022732906487e-2,3.5220285491447956e-2
"CO",8,2,799734,0.26801661552466194,0.19487729670115314,0.2452315394868794,0.20377775610390456,3.255082314869694e-2,9.27683454748704e-3,3.403631707542758e-2,1.223281741178942e-2
"CO",8,3,749478,0.24744955822585854,0.1969157200077921,0.2314117292302109,0.2093376990385308,3.816389540453489e-2,1.8376790246011222e-2,3.9255321703905915e-2,1.9089286143155637e-2
"CO",8,4,817251,0.2720082324769257,0.17903801891952412,0.2605099290181352,0.1863319836867743,4.132757255726821e-2,1.3511148961579735e-2,3.356373990365261e-2,1.3709374476140132e-2
"CO",8,5,799622,0.24875378616396246,0.16162386727728853,0.2255540743001068,0.1735745139578451,7.855586764746343e-2,2.2077931822786268e-2,6.56185047434913e-2,2.4241454087056136e-2
"CO",8,6,814636,0.22338688690408967,0.144600778752719,0.20868707005337353,0.16087062197103982,9.609567954276511e-2,3.356713918854556e-2,9.48055327778296e-2,3.7986290809637675e-2
"CO",8,7,799438,0.2754597604817384,0.15986605590427275,0.2628946835151694,0.17957490136821116,4.430487417410731e-2,1.9353595901120537e-2,3.834068433074234e-2,2.020544432463806e-2
"CT",9,1,710509,0.16937716482127602,0.1597164849424849,0.16466223510187766,0.1906942769197857,0.11091062885902923,4.47580537333095e-2,0.10555531316281708,5.432584245941994e-2
"CT",9,2,705217,0.21883193400045658,0.20554666152404152,0.20762687229604504,0.22617151883746422,5.32658741919154e-2,2.00307139504578e-2,4.624392208355726e-2,2.2282503116062148e-2
"CT",9,3,716547,0.18414563175897744,0.1699148834619362,0.18181221887747767,0.19264053858295407,9.248800148489911e-2,3.632839157794255e-2,0.1005502779301288,4.212005632568415e-2
"CT",9,4,737616,0.1949496757120236,0.16588577254289494,0.187316977939741,0.18705803561744866,8.838474219648164e-2,3.678878983102319e-2,9.262136396173619e-2,4.6994642198650786e-2
"CT",9,5,718295,0.19621464718534865,0.18866203996965036,0.1899734788631412,0.2147794429865167,7.456407186462387e-2,2.8879499370035987e-2,7.073416910879235e-2,3.619265065189094e-2
"DE",10,0,961939,0.17414929636910448,0.16075447611542937,0.1716553752368913,0.18172150209108895,0.1020231012569404,4.7001940871510564e-2,0.10342339794935022,5.927091010968471e-2
"DC",11,98,693972,0.14298415498031622,6.057160807640654e-2,0.1497221789928124,5.673283648331633e-2,0.1791095317966719,9.152962943749891e-2,0.19656844944752813,0.12278161078544955
"FL",12,1,770361,0.21334672965012508,0.17226728767422028,0.19465419459188615,0.18363987792736133,8.52042094550477e-2,3.339732930405356e-2,7.7187188863403e-2,4.0303182533902936e-2
"FL",12,2,731845,0.213218646024773,0.1948035444663829,0.19498117770839454,0.2053426613558882,7.07403890168e-2,3.2076464278638236e-2,5.7017537866624765e-2,3.1819579282498345e-2
"FL",12,3,739130,0.21119965364685508,0.1622109777711634,0.20373682572754453,0.17858022269424864,8.502563825037544e-2,3.547413851419912e-2,8.213440125553015e-2,4.1638142140083614e-2
"FL",12,4,800494,0.22065999245465925,0.18002508451031488,0.21162557120977796,0.1998166132413235,6.290990313481425e-2,2.761045054678736e-2,6.62291035285711e-2,3.112328137375171e-2
"FL",12,5,729175,0.13438612130147085,8.924880858504475e-2,0.12479171666609525,9.690403538245278e-2,0.18781225357424486,7.42181232214489e-2,0.1928041965234683,9.983474474577433e-2
"FL",12,6,764500,0.18044996729888815,0.22317462393721388,0.1711131458469588,0.25311968606932633,5.605101373446697e-2,2.8230215827338128e-2,5.688423806409418e-2,3.097710922171354e-2
"FL",12,7,772969,0.22103861862506777,0.1516671431842674,0.2177034266574727,0.17572891021502804,8.486239422279548e-2,2.9332353561397677e-2,8.267731306171398e-2,3.698984047225697e-2
"FL",12,8,756993,0.17999902244802793,0.2252596787552857,0.1731667267729028,0.2539230877960562,5.2966143676361606e-2,2.7013459833842585e-2,5.2605506259635164e-2,3.506637445788799e-2
"FL",12,9,868945,0.2064526523542917,0.14797023977351847,0.20487948028931635,0.16902450672942476,9.452727157645191e-2,4.187491728475335e-2,8.911381042528584e-2,4.6157121566957636e-2
"FL",12,10,830014,0.16304182821012658,0.10430305994838641,0.1581407060603797,0.1148811947750279,0.15555641230147926,6.691332917276094e-2,0.16218521615298057,7.497825337885868e-2
"FL",12,11,770114,0.15237354469598008,0.2657710416899316,0.15535621998820953,0.3029759230451595,3.864882342094807e-2,2.192013130523533e-2,3.743731447551921e-2,2.5517001379016614e-2
"FL",12,12,779151,0.202771991565178,0.2219903459021422,0.1989062453876078,0.25524064013265724,3.973684176751362e-2,2.0119335019784353e-2,3.723668454510101e-2,2.3997915680015813e-2
"FL",12,13,730650,0.16584000547457742,0.21292000273728873,0.16306576336139053,0.23908574556901388,6.788202285636077e-2,3.314719770067748e-2,7.782522411551358e-2,4.023403818517758e-2
"FL",12,14,776940,0.20815120858753572,0.14465338378767986,0.20274281154271886,0.15909207918243365,9.300718202177774e-2,4.4103791798594486e-2,9.929853013102685e-2,4.8951012948232814e-2
"FL",12,15,804652,0.19850941773586595,0.15570457787962996,0.2051122721375203,0.17522357491188736,0.10058509765712383,3.0200633317260132e-2,9.471050839369069e-2,3.995391796702177e-2
"FL",12,16,814209,0.19054935526382047,0.2211410092494679,0.17536160862874275,0.2543880011151928,5.150888776714578e-2,2.307761275053457e-2,5.775298479874332e-2,2.6220540426352447e-2
"FL",12,17,778091,0.17219579714969072,0.25402427222522816,0.167336468356529,0.27314928459524657,4.497931475881356e-2,2.22351884291169e-2,4.297440787774181e-2,2.3105266607633297e-2
"FL",12,18,772184,0.17427970535520032,0.2152220196222662,0.16955932782860045,0.24435108730561628,6.394201382054018e-2,3.174631953006019e-2,6.162650352765662e-2,3.927302301005978e-2
"FL",12,19,814074,0.16820952394991118,0.24738537282851436,0.16138827674142645,0.27825848755764215,5.01833985608188e-2,1.9589128261067176e-2,5.122507290492019e-2,2.3760739195699654e-2
"FL",12,20,776092,0.11580585806837333,8.32298232683754e-2,9.717662339001046e-2,8.976126541698665e-2,0.19481710931178262,9.468336228179133e-2,0.20678862815233245,0.11773733011034775
"FL",12,21,788240,0.16468841977062823,0.20111006799959402,0.1622018674515376,0.2306505632802192,8.537374403734903e-2,3.470135999188065e-2,7.729625494773165e-2,4.3977722521059574e-2
"FL",12,22,757352,0.17214452460678786,0.2098654258521797,0.17206398081737423,0.21146045696056787,7.724281443767231e-2,3.638466657511963e-2,7.723885326770115e-2,4.359927748259726e-2
"FL",12,23,753950,0.18123085085217852,0.16630545792161283,0.17947078718747927,0.19414815306054778,9.00245374361695e-2,4.0698985343855694e-2,9.648385171430467e-2,5.1637376483851714e-2
"FL",12,24,770480,0.13320267884954834,8.805160419478766e-2,0.12195644273699512,9.374415948499637e-2,0.17567749974042154,8.986216384591424e-2,0.18113124286159277,0.11637420828574395
"FL",12,25,780826,0.23795570331930546,0.20603694036827666,0.2314241585193116,0.22867962900825536,2.8473693242796732e-2,1.7568574816924643e-2,2.9813300274324883e-2,2.004800045080466e-2
"FL",12,26,797160,0.24177956746449897,0.16010211249937278,0.22698454513523006,0.18903106026393698,6.037432886747955e-2,2.9511014100055195e-2,5.653444728787194e-2,3.568292438155452e-2
"FL",12,27,755809,0.23247010818870906,0.18108807913110322,0.22316352411786575,0.22311986229325134,4.4123581486857126e-2,2.4825055007283586e-2,4.1955044197674284e-2,2.925474557725563e-2
"GA",13,1,747334,0.1877072366572376,0.12787588949519224,0.17679779054612796,0.14158328137084625,0.12301327117460198,5.230860632595332e-2,0.12561451773905644,6.509940669098421e-2
"GA",13,2,674100,0.11930574098798398,9.360480640854472e-2,0.10429758196113337,0.10614003856994511,0.18374425159471888,8.795430944963656e-2,0.19527814864263462,0.10967512238540277
"GA",13,3,738066,0.1929813864884712,0.15008007413971108,0.18633834914492742,0.16368725832107156,9.841531787130148e-2,4.765156503618918e-2,0.10153563502451,5.931041397381806e-2
"GA",13,4,765854,7.006818531991738e-2,6.133283889618648e-2,6.56900662528367e-2,6.818662564927519e-2,0.23155196682396384,0.10680495237995753,0.25087157604452026,0.14549378863334264
"GA",13,5,784370,0.10781646416869589,5.4564809974884304e-2,0.10703494524267884,5.0272192970154395e-2,0.21957622040618585,9.971187067327919e-2,0.22867524255134694,0.13234825401277459
"GA",13,6,756389,0.18156398361160725,0.15198528799334735,0.17725535405723775,0.16638528587803367,0.11328694626706629,4.06669055208365e-2,0.12322231021339548,4.5633926458475735e-2
"GA",13,7,807492,0.15881271888761747,0.10737072317744324,0.1565427273582896,0.1209126530046118,0.16394094306816662,6.238947258920212e-2,0.16091057248864385,6.912018942602527e-2
"GA",13,8,702262,0.17314620469283543,0.1341749945177156,0.16834600191951152,0.14862116987676963,0.1319635691522537,5.480433228624075e-2,0.12263656584009956,6.630716171457376e-2
"GA",13,9,755181,0.2362983178867053,0.19674885888283736,0.230489114530159,0.21433272288365307,3.9692471076470406e-2,2.0704970066778693e-2,3.768368113074879e-2,2.4049863542647393e-2
"GA",13,10,736838,0.19782095928820176,0.14238000754575633,0.1960960211064033,0.15186241751918333,9.999348567799163e-2,4.7489407440984316e-2,0.10593237590895149,5.8425325512527854e-2
"GA",13,11,768968,0.2212549807014076,0.14984238615911194,0.21025322250080627,0.1646908583972285,8.789832606818489e-2,3.227702583202422e-2,9.335629050883781e-2,4.0426909832398744e-2
"GA",13,12,722937,0.16909080597617773,0.11712915509926868,0.15925869059129633,0.1327819713197692,0.14441645675902604,6.1680340057294065e-2,0.13727060587575404,7.837197432141389e-2
"GA",13,13,752631,8.524496067794178e-2,6.808914328535498e-2,8.161104179870349e-2,7.657138757239604e-2,0.22168499570174494,9.49615415788082e-2,0.24399207579810026,0.1278448535869503
"GA",13,14,716957,0.24491984874964606,0.17139242660299014,0.24555865972436283,0.1924592409307671,4.770578988698067e-2,1.826748326608151e-2,5.631997455914371e-2,2.3376576280027952e-2
"HI",15,1,714328,6.1337368827765394e-2,3.7423984500117594e-2,4.73059994848305e-2,3.056019083670247e-2,0.23096392693552542,0.1679088597955001,0.22348556965427646,0.20101409996528205
"HI",15,2,713210,8.782125881577656e-2,8.298677808780022e-2,7.504662021003632e-2,7.795319751545828e-2,0.21679028617097348,0.1183900954837986,0.20286591606960083,0.13814584764655571
"ID",16,1,890052,0.25818716209839426,0.18900468736658083,0.24816752279642088,0.2025128868875077,4.0617851541258264e-2,1.2339728465303151e-2,3.451034321590199e-2,1.4659817628632934e-2
"ID",16,2,826891,0.2888869270556821,0.16620570304913224,0.27356930961880105,0.17455021278499827,3.6617885549606904e-2,1.326656113078991e-2,3.5580263904190515e-2,1.1323136906799083e-2
"IL",17,1,720977,0.11341970686998337,8.924556539251599e-2,0.11660843549794238,9.871882182094574e-2,0.16015906193956256,0.10135968276380522,0.17816518418756772,0.14232354152767704
"IL",17,2,702756,9.268081667036639e-2,8.536675602911964e-2,9.326281098987416e-2,9.195794842021981e-2,0.19195282573183295,9.74164574902242e-2,0.20449202852768245,0.14287035614068042
"IL",17,3,725538,0.2140701107316226,0.15853063519760507,0.20238085393184094,0.17782114789301182,9.693909898585601e-2,3.203829434157825e-2,8.093718040957193e-2,3.728267850891338e-2
"IL",17,4,700585,0.1867096783402442,9.563008057551903e-2,0.18188513884824825,9.956250847506012e-2,0.1565006387519002,6.276468950948136e-2,0.15235553144871786,6.459173405082895e-2
"IL",17,5,729300,0.2489455642396819,0.14844645550527905,0.24763746057863706,0.15467023172905525,7.06266282736871e-2,2.8816673522555875e-2,6.890305772658714e-2,3.195392842451666e-2
"IL",17,6,720542,0.21700331139614346,0.1800089377163302,0.20802118405311557,0.20032558823774324,6.530778219729037e-2,2.9239100565962843e-2,6.545073014480766e-2,3.464336568860663e-2
"IL",17,7,697263,0.12634400505978374,6.789403711368594e-2,0.12175032950264104,7.018728944458547e-2,0.1906110033086511,9.408788362497365e-2,0.2014132400543267,0.12771221189135232
"IL",17,8,713012,0.1914540007741805,0.13804816749227222,0.16122028801759297,0.16529174824547133,0.12304982244338104,4.701042899698743e-2,0.12433591580506359,4.958962822505091e-2
"IL",17,9,732614,0.19606368428667756,0.15727654672173888,0.1846606807950708,0.1814871132683787,8.685610703590158e-2,4.948990873775276e-2,9.298621101971843e-2,5.117974813476128e-2
"IL",17,10,714681,0.19112023406246983,0.1526583188863283,0.1764871320211395,0.17266024981775085,0.10853233820403789,4.536569462459475e-2,0.10429968055677988,4.887635182689899e-2
"IL",17,11,721823,0.19331470457439012,0.12987810030990976,0.1870860307859406,0.14527938289580686,0.12446403065571476,4.91076067124489e-2,0.11344332336320677,5.742682070258221e-2
"IL",17,12,695178,0.21158178193210947,0.17361596598281304,0.19755659701544065,0.1919911159444056,7.955372580835413e-2,3.235574198262891e-2,7.492038010408845e-2,3.8424691230159756e-2
"IL",17,13,698295,0.23230010239225543,0.16920499215947415,0.21656463242612364,0.19271224912107346,7.325843662062595e-2,2.1254627342312347e-2,7.284027524183904e-2,2.1864684696295978e-2
"IL",17,14,746748,0.23975558019572868,0.18697873981584148,0.24010375655508953,0.19930150465752838,4.730779325823437e-2,1.8674305120335105e-2,5.0974358150272917e-2,1.6903962246969526e-2
"IL",17,15,701482,0.2520934250629382,0.2071143664413342,0.24223857490284853,0.22419962308369995,2.9295120901177793e-2,1.1720899467128166e-2,2.569132208666794e-2,7.64666805420524e-3
"IL",17,16,690420,0.24230033892413314,0.20267373482807566,0.2345601228237884,0.22059760725355582,3.888937168679934e-2,1.1563975551113815e-2,3.829263346948234e-2,1.1122215463051475e-2
"IL",17,17,689744,0.21383005868844093,0.19030828829246793,0.2070985757034494,0.21303846064626877,6.720319422858335e-2,2.168775661694774e-2,6.095884850031316e-2,2.587481732352873e-2
"IL",17,18,701065,0.24051692781696418,0.20029954426479712,0.24155392153366664,0.22363404249249355,3.692382304065957e-2,1.2729204852617089e-2,3.259754801623244e-2,1.1744987982569377e-2
"IN",18,1,714257,0.18846577632420825,0.15829596349773262,0.177255525672132,0.17317296155305442,0.1011064644798721,4.354875065977652e-2,0.103020341417725,5.51342163954991e-2
